OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
27103,2021,TOWNE VUE MANOR,Multifamily LR (1-4),6096000220,1425 5TH AVE N,SEATTLE,WA,98109,47.63201,-122.34784,MAGNOLIA / QUEEN ANNE,7,1958,4,1,21602,21602,0,90,30.39999962,30.60000038,660462,655901,67.19999695,67.80000305,Multifamily LR (1-4),Multifamily Housing,21602,NA,,NA,,129252,0,2195,Compliant,No Issue,441008,219454,13.5,0.6
27105,2021,CROSSPOINTE VISTA,Multifamily LR (1-4),6096500085,620 COMSTOCK ST,SEATTLE,WA,98109,47.63089,-122.3439,MAGNOLIA / QUEEN ANNE,7,1988,3,1,65689,47081,18608,94,18.5,18.60000038,1223624,1215776,51.79999924,52.20000076,Multifamily LR (1-4),Multifamily Housing,65689,NA,,NA,,358624,0,0,Compliant,No Issue,1223624,0,5.1,0.1
27107,2021,NOMA,Multifamily MR (5-9),6105800000,5600 24TH AVE NW,SEATTLE,WA,98107,47.6696,-122.38735,BALLARD,6,2007,6,1,109222,109222,0,97,27.20000076,27.5,3001910,2976277,70.80000305,71.30000305,Multifamily MR (5-9),Multifamily Housing,109222,Parking,44616,NA,,775794,0,3549,Compliant,No Issue,2647011,354899,29.8,0.3
27114,2021,THUNDERBIRD APTS,Multifamily LR (1-4),6126600815,4821 FAUNTLEROY WAY SW,SEATTLE,WA,98116,47.55857,-122.38186,SOUTHWEST,1,1957,2,2,21596,21596,0,79,28.10000038,28.39999962,613032,605831,78.5,79.5,Multifamily LR (1-4),Multifamily Housing,21596,NA,,NA,,179669,0,0,Compliant,No Issue,613032,0,2.5,0.1
27117,2021,N W WAREHOUSE,NonResidential,5367201635,6540 5TH PL S,SEATTLE,WA,98108,47.54443,-122.32688,GREATER DUWAMISH,2,1976,1,1,21040,21040,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040,NA,,NA,,,,,Not Compliant,Missing 2021 EUI or Electricity Data,222000,0,0,0
27122,2021,CEDAR HEIGHTS,NonResidential,5367201865,6535 5TH PL S,SEATTLE,WA,98108,47.54491,-122.32758,GREATER DUWAMISH,2,1951,2,1,28032,28032,0,56,44.79999924,45.90000153,1376775,1343730,65.90000153,67,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000,NA,,NA,,94594,0,10540,Compliant,No Issue,322755,1054020,57.3,2
27131,2021,PACIFIC RUBBER,NonResidential,5367204010,6720 E MARGINAL WAY S,SEATTLE,WA,98108,47.54333,-122.32792,GREATER DUWAMISH,2,1974,1,1,25620,25620,0,72,31.20000076,32.40000153,830084,800560,42.5,43.79999924,Distribution Center,Distribution Center,25620,NA,,NA,,42056,0,6866,Compliant,No Issue,143496,686587,37.1,1.4
27136,2021,HEARTWOOD (Distribution Warehouse),NonResidential,5388600041,1414 S DIRECTOR ST,SEATTLE,WA,98108,47.52245,-122.31319,GREATER DUWAMISH,1,1985,1,0,31604,31604,0,,,34.79999924,1203284,,,56,Other,Other,34604,NA,,NA,,113123,0,8173,Compliant,No Issue,385976,817308,45,1.4
27141,2021,TSUE CHONG FOODS,NonResidential,5391600310,800 S WELLER ST,SEATTLE,WA,98104,47.59775,-122.32219,DOWNTOWN,2,1992,3,1,33238,33238,0,32,37,37,1230765,1230765,103.6999969,103.6999969,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238,NA,,NA,,360717,0,0,Compliant,No Issue,1230765,0,5.1,0.2
27142,2021,ST JAMES CATHEDRAL PLACE,NonResidential,5392100010,803 TERRY AVE,SEATTLE,WA,98104,47.60745,-122.32542,EAST,3,1912,4,1,27800,27800,0,,,,,,,,K-12 School,K-12 School,27800,NA,,NA,,,,,Not Compliant,Missing 2021 EUI or Electricity Data,486623,0,0,0
27144,2021,MILL STREET CONDOMINIUM,Multifamily LR (1-4),5530300000,1918 E YESLER WAY,SEATTLE,WA,98122,47.60187,-122.30665,CENTRAL,1,2002,4,1,26255,26255,0,74,33.70000076,33.79999924,758720,756140,94.30000305,94.59999847,Multifamily LR (1-4),Multifamily Housing,22445,Parking,5600,NA,,222368,0,0,Compliant,No Issue,758720,0,3.1,0.1
27145,2021,MILLENNIUM TOWER,NonResidential,5530500010,719 2ND AVE,SEATTLE,WA,98104,47.60331,-122.33389,DOWNTOWN,1,2000,6,1,390390,291906,98484,76,48.29999924,48.40000153,13927338,13886767,120.4000015,120.4000015,Office,Office,211256,Parking,111173,Other - Lodging/Residential,71312,3351034,0,24936,Compliant,No Issue,11433728,2493611,179.7,0.6
27146,2021,MILLER PLACE CONDOMINIUM,Multifamily LR (1-4),5532000000,215 20TH AVE E,SEATTLE,WA,98112,47.62014,-122.3064,SHARED: CENTRAL & EAST,1,1999,3,1,21158,21158,0,,24.5,24.60000038,434054,432517,68.69999695,68.90000153,Multifamily LR (1-4),Multifamily Housing,17635,NA,,NA,,127214,0,0,Compliant,No Issue,434055,0,1.8,0.1
27154,2021,MONIQUE LOFTS CONDOMINIUM,Multifamily LR (1-4),5569660000,1024 E PIKE ST,SEATTLE,WA,98122,47.61435,-122.31842,EAST,3,1913,4,1,26355,26355,0,1,96.40000153,95.59999847,2520023,2541790,154.6000061,153.6999969,Multifamily LR (1-4),Multifamily Housing,26355,NA,,NA,,235258,0,17173,Compliant,No Issue,802699,1717324,94.5,3.6
27160,2021,MONTREUX CONDOMINIUM,Multifamily MR (5-9),5607950000,425 VINE ST,SEATTLE,WA,98121,47.61758,-122.34632,DOWNTOWN,7,1998,7,1,74162,74162,0,,41.59999847,42,2690748,2663944,103.6999969,105,Multifamily MR (5-9),Multifamily Housing,62285,Parking,4000,Restaurant,597,653919,0,4596,Compliant,No Issue,2231171,459577,33.6,0.5
27162,2021,WEST SEATTLE THRIFTWAY,NonResidential,5637500005,4201 SW MORGAN ST,SEATTLE,WA,98136,47.54427,-122.38609,SOUTHWEST,1,1998,1,1,33706,33706,0,55,294.2999878,293.6000061,9321884,9344286,595.2000122,594.5,Supermarket/Grocery Store,Supermarket/Grocery Store,31746,NA,,NA,,1521309,0,41312,Compliant,No Issue,5190706,4131177,240.9,7.1
27166,2021,CRESCENT APTS,Multifamily LR (1-4),5649600035,5201 42ND AVE S,SEATTLE,WA,98118,47.55512,-122.28161,SOUTHEAST,1,1963,3,1,27984,27984,0,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0,0,0,0
27184,2021,WAREHOUSE,NonResidential,7443001620,1050 W EWING ST,SEATTLE,WA,98119,47.65532,-122.37133,MAGNOLIA / QUEEN ANNE,7,1961,2,1,37600,37600,0,,25.10000038,25.89999962,974386,942058,50.59999847,52.20000076,Mixed Use Property,Non-Refrigerated Warehouse,18400,Other,16200,Office,3000,157184,0,4381,Compliant,No Issue,536313,438074,25.5,0.7
27189,2021,DENNY TERRACE,Multifamily HR (10+),7449000010,100 MELROSE AVE E,SEATTLE,WA,98102,47.61882,-122.32759,EAST,3,1969,10,1,139127,139127,0,46,46.79999924,47.29999924,6575616,6516834,131.1999969,132.3000031,Multifamily HR (10+),Multifamily Housing,139127,NA,,NA,,1927203,0,0,Compliant,No Issue,6575617,0,27.2,0.2
27192,2021,THE ILIAD,Multifamily LR (1-4),7449000105,112 BELLEVUE AVE E,SEATTLE,WA,98102,47.61902,-122.32639,EAST,1,1965,4,1,26153,22729,3424,91,25,25.20000076,572943,567128,69.90000153,70.59999847,Multifamily LR (1-4),Multifamily Housing,22729,Parking,3424,NA,,167920,0,0,Compliant,No Issue,572943,0,2.4,0.1
27195,2021,BILTMORE APARTMENTS,Multifamily MR (5-9),7449500005,418 E LORETTA PL,SEATTLE,WA,98102,47.61944,-122.32589,EAST,3,1924,7,1,95611,95611,0,61,84,84.19999695,8053413,8030671,108.4000015,108.5999985,Multifamily MR (5-9),Multifamily Housing,95611,NA,,NA,,323150,0,69508,Compliant,No Issue,1102587,6950826,373.7,3.9
27196,2021,FANEUIL HALL,Multifamily MR (5-9),7449500025,1562 E OLIVE WAY,SEATTLE,WA,98102,47.61898,-122.32585,EAST,3,1928,5,1,32980,30259,2721,,40.20000076,40.70000076,1340792,1326039,85.19999695,86.5,Multifamily MR (5-9),Multifamily Housing,32980,NA,,NA,,241997,0,5151,Compliant,No Issue,825695,515097,30.8,1
27198,2021,ROYAL CREST CONDOMINIUM,Multifamily HR (10+),7457200000,2100 3RD AVE,SEATTLE,WA,98121,47.61353,-122.34232,DOWNTOWN,7,1973,26,1,187080,187080,0,94,29.5,29.70000076,5543439,5497754,73,73.69999695,Multifamily HR (10+),Multifamily Housing,181135,Retail Store,5410,NA,,1327434,0,10142,Compliant,No Issue,4529205,1014235,72.6,0.4
27199,2021,ROYAL MANOR CONDOMINIUM,Multifamily HR (10+),7458000000,1120 8TH AVE,SEATTLE,WA,98101,47.60929,-122.32946,EAST,1,1970,21,1,94000,94000,0,,52.90000153,53.40000153,5019516,4969716,118.5,119.6999969,Multifamily HR (10+),Multifamily Housing,91310,Supermarket/Grocery Store,2690,NA,,1001529,0,16023,Compliant,No Issue,3417217,1602298,99.2,1.1
27201,2021,ROYAL OAK CONDOMINIUM,Multifamily LR (1-4),7458500000,12300 28TH AVE NE,SEATTLE,WA,98125,47.7177,-122.29767,NORTH,5,1974,3,1,35333,35333,0,86,26.79999924,27.10000038,838016,828995,75,75.90000153,Multifamily LR (1-4),Multifamily Housing,30933,Parking,4400,NA,,245608,0,0,Compliant,No Issue,838016,0,3.5,0.1
"27203,2021,ROYCROFT CONDOMINIUM,Multifamily LR (1-4),7459880000,6015 PHINNEY AVE N,SEATTLE,WA,98103,47.67299,-122.35487,NORTHWEST,6,2004,4,1,39331,39331,0,56,40.59999847,40.59999847,1481729,1481048,98.80000305,98.69999695,Multifamily LR (1-4),Multifamily Housing,33592,Parking,14400,""Personal Services (Health/Beauty, Dry Cleaning, etc)"",2908,342709,0,3124,Compliant,No Issue,1169324,312405,21.4,0.5"
27204,2021,RUBY,Multifamily LR (1-4),7459970000,2960 EASTLAKE AVE E,SEATTLE,WA,98102,47.64839,-122.32314,LAKE UNION,4,2008,4,1,57486,57486,0,91,22.89999962,22.89999962,1314064,1314064,64,64,Multifamily LR (1-4),Multifamily Housing,48438,Retail Store,9048,NA,,385130,0,0,Compliant,No Issue,1314064,0,5.4,0.1
27212,2021,LOCKHAVEN CONDOMINIUM,Multifamily LR (1-4),4387800000,3100 W COMMODORE WAY,SEATTLE,WA,98199,47.66401,-122.39701,MAGNOLIA / QUEEN ANNE,7,1982,4,1,77966,77966,0,84,43.29999924,43.59999847,3401504,3376949,80.09999847,80.90000153,Multifamily LR (1-4),Multifamily Housing,77966,Parking,25921,Swimming Pool,0,457611,0,18401,Compliant,No Issue,1561368,1840136,104.2,1.3
27213,2021,LOCKSHORE CONDOMINIUM,Multifamily LR (1-4),4395400000,3200 W COMMODORE WAY,SEATTLE,WA,98199,47.66443,-122.39802,MAGNOLIA / QUEEN ANNE,7,1965,3,1,28944,28944,0,61,33.5,33.90000153,816799,807712,93.19999695,94.19999695,Multifamily LR (1-4),Multifamily Housing,24111,Swimming Pool,0,NA,,236806,0,88,Compliant,No Issue,807983,8816,3.8,0.1
27216,2021,LOFTS THE CONDOMINIUM,Multifamily MR (5-9),4397500000,208 3RD AVE S,SEATTLE,WA,98104,47.60045,-122.32989,DOWNTOWN,7,1904,5,1,30189,30189,0,,,,,,,,Multifamily MR (5-9),Multifamily Housing,30189,Parking,8614,NA,,,,,Not Compliant,Missing 2021 EUI or Electricity Data,518876,0,0,0
27218,2021,CAPITOL COURT,Multifamily LR (1-4),4400200020,514 19TH AVE E,SEATTLE,WA,98112,47.62375,-122.30693,SHARED: CENTRAL & EAST,3,2004,4,1,44432,27074,17358,,49.79999924,50.09999847,1339852,1331130,111.0999985,112.1999969,Multifamily LR (1-4),Multifamily Housing,21930,Parking,17755,Other,2906,267044,0,4287,Compliant,No Issue,911154,428698,26.5,1
27225,2021,ADMIRAL APARTMENTS,Multifamily LR (1-4),4432600005,2203 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.58383,-122.38681,SOUTHWEST,1,1926,3,1,23671,23671,0,83,32.90000153,33.40000153,790382,777906,72.40000153,73.59999847,Multifamily LR (1-4),Multifamily Housing,23671,NA,,NA,,152829,0,2689,Compliant,No Issue,521453,268929,16.4,0.7
27231,2021,LOYAL HEIGHTS (SPS-DISTRICT),SPS-District K-12,4443801580,2501 NW 80TH ST,SEATTLE,WA,98117,47.68644,-122.38905,BALLARD,1,1932,2,1,109718,109718,0,76,20,20.20000076,1825341,1805651,53.90000153,54.59999847,K-12 School,K-12 School,90465,NA,,NA,,505594,0,1003,Compliant,No Issue,1725088,100253,12.5,0.1
27232,2021,MEZZO CONDOMINIUM,Multifamily LR (1-4),5498000000,711 E DENNY WAY,SEATTLE,WA,98122,47.6184,-122.32324,EAST,3,1989,4,1,20380,20380,0,81,32.79999924,33,616158,612270,91.80000305,92.40000153,Multifamily LR (1-4),Multifamily Housing,18681,Parking,8100,NA,,180586,0,0,Compliant,No Issue,616158,0,2.5,0.1
27234,2021,MIDORI,Multifamily LR (1-4),5511900000,1515 E YESLER WAY,SEATTLE,WA,98122,47.60136,-122.31248,CENTRAL,3,2002,4,1,29808,29808,0,87,38.09999847,38.59999847,987633,975200,76.40000153,77.30000305,Multifamily LR (1-4),Multifamily Housing,25586,Parking,4222,NA,,157505,0,4502,Compliant,No Issue,537407,450226,26.1,0.9
27235,2021,MIDTOWN,Multifamily LR (1-4),5512100000,732 11TH AVE E,SEATTLE,WA,98102,47.62625,-122.31769,EAST,3,1969,4,1,27878,27878,0,90,25.79999924,25.89999962,599015,595791,72.30000305,72.69999695,Multifamily LR (1-4),Multifamily Housing,23084,NA,,NA,,175561,0,0,Compliant,No Issue,599014,0,2.5,0.1
27241,2021,LUDLOW APTS,Multifamily LR (1-4),7502500018,709 E PIKE ST,SEATTLE,WA,98122,47.61385,-122.32271,EAST,1,1910,3,2,23597,23597,0,98,30.89999962,31,809044,807489,53.5,53.70000076,Multifamily LR (1-4),Multifamily Housing,26138,NA,,NA,,92747,0,4926,Compliant,No Issue,316452,492592,27.5,1.2
27243,2021,1404 BOYLSTON (2019),Multifamily MR (5-9),7502500035,1404 BOYLSTON AVE,SEATTLE,WA,98122,47.61334,-122.32311,EAST,1,2018,7,1,52253,52253,0,100,27.70000076,27.79999924,1419753,1413238,58.5,58.90000153,Multifamily MR (5-9),Multifamily Housing,51033,NA,,NA,,254166,0,5525,Compliant,No Issue,867215,552538,32.9,0.6
27245,2021,ST JOHNS APT & STORE,Multifamily LR (1-4),7502500061,725 E PIKE ST,SEATTLE,WA,98122,47.6139,-122.32241,EAST,1,1910,3,1,24682,24682,0,,96.5,96.30000305,2302634,2307738,165.1000061,164.8999939,Multifamily LR (1-4),Multifamily Housing,17822,Retail Store,6085,NA,,255352,0,14314,Compliant,No Issue,871260,1431374,79.6,3.2
27252,2021,GREENHOUSE APARTMENTS (2013),Multifamily MR (5-9),5649600172,3701 S HUDSON ST,SEATTLE,WA,98118,47.55681,-122.28579,SOUTHEAST,1,2012,5,1,121773,96205,25568,98,37.90000153,38.29999924,2966151,2934422,83.59999847,84.90000153,Multifamily MR (5-9),Multifamily Housing,77423,Parking,22915,NA,,578690,0,9917,Compliant,No Issue,1974491,991660,60.8,0.6
27258,2021,MORNINGSIDE APTS & RETAIL,Multifamily LR (1-4),5652600299,9425 35TH AVE NE,SEATTLE,WA,98115,47.69711,-122.29098,NORTHEAST,1,1994,3,1,50095,34916,15179,,25.29999924,25.5,890404,882942,70.80000305,71.40000153,Multifamily LR (1-4),Multifamily Housing,26170,Parking,15179,Retail Store,4452,260962,0,0,Compliant,No Issue,890404,0,3.7,0.1
27260,2021,MOSLER LOFTS,Multifamily HR (10+),5677000000,2720 3RD AVE,SEATTLE,WA,98121,47.61754,-122.34902,DOWNTOWN,7,2007,12,1,175353,175353,0,71,40.70000076,41.09999847,5923810,5863098,91.90000153,93.19999695,Multifamily HR (10+),Multifamily Housing,138566,Parking,6876,Other,3212,1208525,0,18003,Compliant,No Issue,4123487,1800321,112.7,0.6
27264,2021,MAPLE LEAF APTS,Multifamily LR (1-4),5680000965,3501 14TH AVE S,SEATTLE,WA,98144,47.57184,-122.31515,GREATER DUWAMISH,2,1980,4,1,26245,26245,0,90,27.10000038,27.20000076,714016,710427,75.80000305,76.19999695,Multifamily LR (1-4),Multifamily Housing,26245,NA,,NA,,209266,0,0,Compliant,No Issue,714016,0,3,0.1
27265,2021,CITY WALK APARTMENTS,Multifamily LR (1-4),5687500010,1130 N 115TH ST,SEATTLE,WA,98133,47.7129,-122.34351,NORTHWEST,1,1987,3,4,103345,103345,0,,,,,,,,Multifamily LR (1-4),Multifamily Housing,92010,Parking,16848,Swimming Pool,0,0,0,0,Not Compliant,Missing 2021 EUI or Electricity Data,0,0,0,0
27266,2021,NORTHPARK VILLA,Multifamily MR (5-9),5687500016,1100 N 115TH ST,SEATTLE,WA,98133,47.71257,-122.34418,NORTHWEST,5,2005,6,1,93191,65434,27757,99,26.10000038,26.39999962,1727876,1710243,73.19999695,73.90000153,Multifamily MR (5-9),Multifamily Housing,65434,Parking,27757,NA,,506412,0,0,Compliant,No Issue,1727876,0,7.1,0.1
27274,2021,PEGASUS COURT CONDO,Multifamily LR (1-4),6701500000,12345 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.71884,-122.31855,SHARED: NORTH & NORTHWEST,1,1999,4,1,37317,37317,0,,24.39999962,24.39999962,912234,911973,68.40000153,68.40000153,Multifamily LR (1-4),Multifamily Housing,37317,NA,,NA,,267360,0,0,Compliant,No Issue,912234,0,3.8,0.1
27277,2021,EVANSTON PLACE  APTS,Multifamily LR (1-4),5693500825,4323 EVANSTON AVE N,SEATTLE,WA,98103,47.65976,-122.35134,LAKE UNION,6,1991,4,1,31500,24809,6691,98,19.10000038,19.20000076,477487,474062,53.5,53.90000153,Multifamily LR (1-4),Multifamily Housing,24809,Parking,6691,NA,,139943,0,0,Compliant,No Issue,477487,0,2,0.1
27294,2021,APARTMENT & RETAIL,Multifamily LR (1-4),6632300251,1520 NE 143RD ST,SEATTLE,WA,98125,47.73233,-122.31197,NORTH,5,1976,3,1,21520,21520,0,90,22.10000038,22.29999924,479774,475128,61.79999924,62.40000153,Multifamily LR (1-4),Multifamily Housing,21520,NA,,NA,,140614,0,0,Compliant,No Issue,479774,0,2,0.1
27295,2021,22 UNIT APARTMENT,Multifamily LR (1-4),6632300252,1526 NE 143RD ST,SEATTLE,WA,98125,47.73234,-122.3116,NORTH,5,1976,4,1,21580,21580,0,82,23.89999962,24.10000038,521092,515145,66.80000305,67.59999847,Multifamily LR (1-4),Multifamily Housing,21580,NA,,NA,,152723,0,0,Compliant,No Issue,521092,0,2.2,0.1
27296,2021,EXECUTIVE ESTATES - BLDG E,Multifamily LR (1-4),6632300360,14040 15TH AVE NE,SEATTLE,WA,98125,47.73192,-122.31187,NORTH,5,1969,3,1,97254,97254,0,76,24.89999962,25.10000038,2439064,2422101,69.80000305,70.30000305,Multifamily LR (1-4),Multifamily Housing,97141,NA,,NA,,714849,0,0,Compliant,No Issue,2439064,0,10.1,0.1
27297,2021,JACKSON PARK APTS 36-UNITS,Multifamily LR (1-4),6632300420,13716 15TH AVE NE,SEATTLE,WA,98125,47.72914,-122.31194,NORTH,5,1975,3,1,28899,28899,0,78,31.60000038,31.70000076,916708,914241,88.59999847,88.80000305,Multifamily LR (1-4),Multifamily Housing,28899,NA,,NA,,268672,0,0,Compliant,No Issue,916708,0,3.8,0.1
27298,2021,EXECUTIVE ESTATES (BLDGS J & K),Multifamily LR (1-4),6632300580,14017 15TH AVE NE,SEATTLE,WA,98125,47.73105,-122.31429,SHARED: NORTH & NORTHWEST,5,1975,3,1,57496,57496,0,88,21.60000038,22.10000038,1267944,1244673,60.59999847,61.70000076,Multifamily LR (1-4),Multifamily Housing,57496,NA,,NA,,371613,0,0,Compliant,No Issue,1267944,0,5.2,0.1
27299,2021,EXECUTIVE ESTATES (BLDGS N & R),Multifamily LR (1-4),6632300581,14025 15TH AVE NE,SEATTLE,WA,98125,47.731,-122.31308,SHARED: NORTH & NORTHWEST,5,1985,4,1,48863,48863,0,84,24.79999924,25,1234180,1222160,69.40000153,70,Multifamily LR (1-4),Multifamily Housing,49334,NA,,NA,,361718,0,0,Compliant,No Issue,1234180,0,5.1,0.1
"27300,2021,""EXECUTIVE ESTATES (BLDGS A, B, C, D)"",Multifamily LR (1-4),6632300590,1227 NE 143RD ST,SEATTLE,WA,98125,47.73164,-122.31409,SHARED: NORTH & NORTHWEST,5,1966,4,1,165694,149272,16422,78,25,25.29999924,4556394,4512600,70.09999847,70.80000305,Multifamily LR (1-4),Multifamily Housing,180194,NA,,NA,,1335403,0,0,Compliant,No Issue,4556395,0,18.9,0.1"
"27301,2021,""EXECUTIVE ESTATES (BLDGS F, G & H)"",Multifamily LR (1-4),6632300610,14041 15TH AVE NE,SEATTLE,WA,98125,47.73143,-122.31344,SHARED: NORTH & NORTHWEST,5,1968,3,1,143369,127179,16190,89,23.10000038,23.29999924,3269870,3241865,64.80000305,65.40000153,Multifamily LR (1-4),Multifamily Housing,140047,Parking,6408,NA,,958344,0,0,Compliant,No Issue,3269870,0,13.5,0.1"
27302,2021,EXECUTIVE ESTATES (BLDGS M & N),Multifamily LR (1-4),6632300625,14330 12TH AVE NE,SEATTLE,WA,98125,47.73331,-122.31468,SHARED: NORTH & NORTHWEST,5,1976,3,1,44230,44230,0,83,22.60000038,22.79999924,1802315,1785443,63.29999924,63.90000153,Multifamily LR (1-4),Multifamily Housing,79013,NA,,NA,,528228,0,0,Compliant,No Issue,1802315,0,7.5,0.2
27303,2021,CENTURYLINK: EMERSON MAIN,NonResidential,6632300641,1249 NE 145TH ST,SEATTLE,WA,98155,47.73368,-122.31366,SHARED: NORTH & NORTHWEST,5,1948,2,1,47237,47237,0,,126.8000031,126.8000031,6042616,6042616,355,355,Other,Other,47661,NA,,NA,,1770990,0,0,Compliant,No Issue,6042618,0,25,0.5
27304,2021,PARC-BELLTOWN,Multifamily HR (10+),6633050000,76 CEDAR ST,SEATTLE,WA,98121,47.61533,-122.35145,DOWNTOWN,1,2007,13,1,187139,187139,0,83,34.40000153,34.70000076,6501693,6439997,83.19999695,83.90000153,Multifamily HR (10+),Multifamily Housing,187139,NA,,NA,,1487275,0,14271,Compliant,No Issue,5074582,1427111,96.8,0.5
27306,2021,PARC ON SUMMIT CONDOMINIUM,Multifamily MR (5-9),6633800000,1616 SUMMIT AVE,SEATTLE,WA,98122,47.61566,-122.32533,EAST,1,1990,5,2,57091,57091,0,96,25.5,25.79999924,1473568,1455538,71.40000153,72.19999695,Multifamily MR (5-9),Multifamily Housing,57118,NA,,NA,,431878,0,0,Compliant,No Issue,1473568,0,6.1,0.1
27321,2021,VILLAGE VISTA APTS,Multifamily LR (1-4),7174800565,5000 22ND AVE NE,SEATTLE,WA,98105,47.66512,-122.30419,NORTHEAST,1,1958,3,4,30240,30240,0,,24.10000038,24.20000076,732943,729809,67.59999847,67.90000153,Multifamily LR (1-4),Multifamily Housing,30240,NA,,NA,,214813,0,0,Compliant,No Issue,732943,0,3,0.1
27342,2021,RAVEN-WOOD CONDOMINIUM,Multifamily LR (1-4),7181000000,9502 RAVENNA AVE NE,SEATTLE,WA,98115,47.69779,-122.30442,NORTH,5,1979,3,1,21798,21798,0,74,31.70000076,31.89999962,580076,575133,88.59999847,89.40000153,Multifamily LR (1-4),Multifamily Housing,18171,NA,,NA,,170010,0,0,Compliant,No Issue,580076,0,2.4,0.1
27343,2021,RAVENNA WOODS CONDOMINIUM,Multifamily LR (1-4),7181200000,2300 NE 89TH ST,SEATTLE,WA,98115,47.69327,-122.30347,NORTHEAST,5,1981,3,1,42448,42448,0,75,30.10000038,30.5,1292619,1279180,84.40000153,85.30000305,Multifamily LR (1-4),Multifamily Housing,42443,NA,,NA,,378845,0,0,Compliant,No Issue,1292619,0,5.3,0.1
27348,2021,REGATTA CONDOMINIUM,Multifamily MR (5-9),7212100000,1700 N NORTHLAKE WAY,SEATTLE,WA,98103,47.64734,-122.33671,LAKE UNION,4,2002,5,1,125241,125241,0,99,32.40000153,32.40000153,4489603,4484382,64.80000305,64.90000153,Multifamily MR (5-9),Multifamily Housing,138442,Parking,53533,NA,,714721,0,20510,Compliant,No Issue,2438628,2050975,119,1
27350,2021,REGATTA ON ALKI CONDOMINIUM,Multifamily MR (5-9),7212240000,1502 ALKI AVE SW,SEATTLE,WA,98116,47.59028,-122.39281,SOUTHWEST,1,1997,6,1,21900,21900,0,,26.60000038,27,591212,582613,51.20000076,51.79999924,Multifamily MR (5-9),Multifamily Housing,21900,NA,,NA,,85866,0,2982,Compliant,No Issue,292976,298236,17,0.8
27352,2021,PARK LANE PLACE CONDOMINIUM,Multifamily LR (1-4),6648210000,400 BOYLSTON AVE E,SEATTLE,WA,98102,47.62212,-122.32293,EAST,3,1931,4,1,32430,32430,0,65,41.20000076,41.5,1346879,1335403,92.5,93.59999847,Multifamily LR (1-4),Multifamily Housing,32430,NA,,NA,,271313,0,4212,Compliant,No Issue,925719,421160,26.2,0.8
27359,2021,PARK SHORE VILLA CONDOMINIUM,Multifamily LR (1-4),6649400000,9030 SEWARD PARK AVE S,SEATTLE,WA,98118,47.5221,-122.26406,SOUTHEAST,1,1971,4,1,87696,87696,0,62,29.39999962,29.70000076,2059126,2035985,82.30000305,83.30000305,Multifamily LR (1-4),Multifamily Housing,69250,NA,,NA,,603495,0,0,Compliant,No Issue,2059126,0,8.5,0.1
27360,2021,PARK SUMMIT PH 01 CONDOMINIUM,Multifamily LR (1-4),6649420000,211 SUMMIT AVE E,SEATTLE,WA,98102,47.62006,-122.32585,EAST,1,1984,4,1,50299,50299,0,,41.09999847,41.29999924,1733142,1721602,115,115.8000031,Multifamily LR (1-4),Multifamily Housing,41916,Parking,25098,NA,,507955,0,0,Compliant,No Issue,1733142,0,7.2,0.1
27361,2021,PARK TERRACE CONDOMINIUM,Multifamily LR (1-4),6649450000,528 W OLYMPIC PL,SEATTLE,WA,98119,47.62733,-122.3645,MAGNOLIA / QUEEN ANNE,7,1949,4,1,34882,28735,6147,1,191.3000031,191.3000031,5497118,5497118,227.8999939,227.8999939,Multifamily LR (1-4),Multifamily Housing,28735,Parking,6147,NA,,130094,0,50532,Compliant,No Issue,443882,5053235,270.2,9.4
27363,2021,PARKE GRANDVIEW CONDOMINIUM,Multifamily LR (1-4),6654500000,1520 15TH AVE E,SEATTLE,WA,98112,47.63289,-122.31224,EAST,3,1980,4,1,26808,26808,0,30,36.59999847,36.90000153,989252,982269,102.5999985,103.3000031,Multifamily LR (1-4),Multifamily Housing,26808,NA,,NA,,289933,0,0,Compliant,No Issue,989252,0,4.1,0.2
